year,field,germans_male,germans_female,germans_total,foreigners_male,foreigners_female,foreigners_total,total_male,total_female,general_total
2018,Veterinary Medicine,1085,6173,7258,185,524,709,1270,6697,7967
2018,Animal Production,78,243,321,25,18,43,103,261,364
2018,Sound Engineering,423,54,477,49,10,59,472,64,536
2018,Tourism Management,1840,7101,8941,469,969,1438,2309,8070,10379
2018,Transport and Conveying Technology,367,52,419,48,6,54,415,58,473
2018,Czech,11,13,24,5,16,21,16,29,45
2018,Turkish Studies,74,277,351,58,114,172,132,391,523
2018,Environmental Protection,868,1020,1888,507,349,856,1375,1369,2744
2018,Environmental Technology (including Recycling),4638,2667,7305,764,648,1412,5402,3315,8717
2018,Prehistory and Early History,436,509,945,39,59,98,475,568,1043
2018,Process Engineering,5754,3341,9095,1105,897,2002,6859,4238,11097
2018,Transport Engineering,3521,1087,4608,607,242,849,4128,1329,5457
2018,Transport Economics,1201,644,1845,250,155,405,1451,799,2250
2018,Surveying (Geodesy),3347,1382,4729,777,425,1202,4124,1807,5931
2018,Supply Technology,2715,465,3180,234,77,311,2949,542,3491
2018,Administrative Science/Public Administration,6209,8736,14945,200,279,479,6409,9015,15424
2018,Folklore,304,880,1184,21,85,106,325,965,1290
2018,Economics,12830,5696,18526,2295,2532,4827,15125,8228,23353
2018,Hydraulic Engineering,681,401,1082,170,135,305,851,536,1387
2018,Water Management,684,400,1084,289,196,485,973,596,1569
2018,Viticulture and Oenology,650,342,992,100,80,180,750,422,1172
2018,Handicrafts (technical)/Technology,133,264,397,3,29,32,136,293,429
2018,Handicrafts Education,24,67,91,,3,3,24,70,94
2018,Materials Technology,3630,1137,4767,1109,501,1610,4739,1638,6377
2018,Western Slavic (general and n.e.c.),16,29,45,4,10,14,20,39,59
2018,Economic/Social Geography,278,295,573,16,16,32,294,311,605
2018,Economic/Social History,149,113,262,10,45,55,159,158,317
2018,Business Informatics,43722,10316,54038,5102,2964,8066,48824,13280,62104
2018,Business Engineering spec. in Engineering Sciences,47361,12461,59822,7314,3555,10869,54675,16016,70691
2018,Business Engineering specialising in Economics,23085,7764,30849,2704,1529,4233,25789,9293,35082
2018,Business Mathematics,4240,2730,6970,614,821,1435,4854,3551,8405
2018,Business and Economics Education,2605,4270,6875,101,291,392,2706,4561,7267
2018,Business Law,8906,11391,20297,657,1250,1907,9563,12641,22204
2018,Business and Economics,44765,33506,78271,5169,6383,11552,49934,39889,89823
2018,History of Science/History of Technology,20,12,32,3,1,4,23,13,36
2018,Dentistry,4325,8681,13006,1051,1194,2245,5376,9875,15251
2018,Customs and Tax Administration,2629,3535,6164,4,17,21,2633,3552,6185
2019,Waste Management,66,30,96,4,,4,70,30,100
2019,African Studies,389,711,1100,130,179,309,519,890,1409
2019,Agricultural Biology,330,352,682,224,174,398,554,526,1080
2019,Agricultural Economics,829,545,1374,338,260,598,1167,805,1972
2019,Agricultural Science/Agriculture,7451,6926,14377,1145,1047,2192,8596,7973,16569
2019,Egyptology,293,397,690,64,73,137,357,470,827
2019,General Linguistics/Indo-European Studies,1374,3838,5212,280,1013,1293,1654,4851,6505
2019,General Literary Studies,774,2883,3657,145,467,612,919,3350,4269
2019,Ancient History,154,105,259,8,22,30,162,127,289
2019,American Studies,712,1540,2252,353,666,1019,1065,2206,3271
2019,Applied Art,1260,2295,3555,187,348,535,1447,2643,4090
2019,Applied Linguistics,966,3793,4759,220,838,1058,1186,4631,5817
2019,Applied Systems Science,1708,433,2141,562,214,776,2270,647,2917
2019,English Studies,12234,29635,41869,1437,4174,5611,13671,33809,47480
2019,Anthropology (Human Biology),129,323,452,81,155,236,210,478,688
2019,Arabic/Arabic Studies,159,329,488,87,78,165,246,407,653
2019,Work Studies/Business Studies,745,1188,1933,33,74,107,778,1262,2040
2019,Occupational Guidance and Career Counselling,149,358,507,1,3,4,150,361,511
2019,Labour Administration,301,722,1023,5,5,10,306,727,1033
2019,Archaeology,2512,2863,5375,194,292,486,2706,3155,5861
2019,Archaeometry (Archaeological Engineering),17,7,24,1,4,5,18,11,29
2019,Architecture,13832,16950,30782,3110,4446,7556,16942,21396,38338
2019,Archive and Documentation Science,156,227,383,10,29,39,166,256,422
2019,Archive Studies,140,169,309,1,2,3,141,171,312
2019,Asian Languages and Cultures/Asian Studies,467,1035,1502,254,510,764,721,1545,2266
2019,Astrophysics and Astronomy,201,74,275,193,122,315,394,196,590
2019,Ophthalmic Optics,230,502,732,25,45,70,255,547,802
2019,Immigrant Education,18,132,150,28,54,82,46,186,232
2019,Non-Europ. Lang. and Cult. in Oceania and America,75,158,233,27,79,106,102,237,339
2019,Foreign Affairs Administration,92,152,244,1,5,6,93,157,250
2019,Baltic Studies,4,,4,1,1,2,5,1,6
2019,Banking,506,287,793,6,4,10,512,291,803
2019,Civil Engineering/Structural Engineering,31397,13608,45005,7995,3103,11098,39392,16711,56103
2019,Mining/Mine Engineering,949,248,1197,677,193,870,1626,441,2067
2019,Occupation-specific Foreign Language Training,430,1077,1507,133,249,382,563,1326,1889
2019,"Vocational, Business and Economics Education",711,797,1508,37,49,86,748,846,1594
2019,Business Administration,110772,98417,209189,12457,15305,27762,123229,113722,236951
2019,Librarianship,22,45,67,,,,22,45,67
2019,Fine Arts/Graphics,1262,1694,2956,457,778,1235,1719,2472,4191
2019,Sculpting/Statuary Art,94,126,220,74,112,186,168,238,406
2019,Biochemistry,3018,4245,7263,579,957,1536,3597,5202,8799
2019,Bioinformatics,1302,869,2171,304,306,610,1606,1175,2781
2019,Biology,16386,29867,46253,2714,4726,7440,19100,34593,53693
2019,Biomedicine,586,1382,1968,336,440,776,922,1822,2744
2019,Biotechnology,4751,6046,10797,797,1116,1913,5548,7162,12710
2019,Brewing Science/Beverage Technology,484,117,601,61,24,85,545,141,686
2019,Armed Forces Administration,248,286,534,2,2,4,250,288,538
2019,Byzantine Studies,8,18,26,12,12,24,20,30,50
2019,Caritas Science,42,65,107,10,19,29,52,84,136
2019,Chemistry,23156,15285,38441,3347,3455,6802,26503,18740,45243
2019,Chemical Engineering/Chemical Process Technology,4909,2461,7370,1013,796,1809,5922,3257,9179
2019,Computer Linguistics,661,568,1229,220,345,565,881,913,1794
2019,Computer and Communication Technology,2985,1950,4935,978,484,1462,3963,2434,6397
2019,Danish,11,36,47,1,,1,12,36,48
2019,Performing Arts/Stagecraft/Directing,330,833,1163,157,332,489,487,1165,1652
2019,German as a Foreign or Second Language,520,2486,3006,423,1591,2014,943,4077,5020
2019,Pastoral Care Studies,89,160,249,3,7,10,92,167,259
2019,Conducting,113,63,176,107,70,177,220,133,353
2019,Printing and Reproduction Technology,584,729,1313,93,94,187,677,823,1500
2019,Gemstone and Jewellery Design,7,36,43,8,39,47,15,75,90
2019,Electrical Power Engineering,1497,268,1765,531,167,698,2028,435,2463
2019,Electrical Engineering/Electronics,41001,5206,46207,16987,4404,21391,57988,9610,67598
2019,Energy Process Engineering,4230,1061,5291,1057,334,1391,5287,1395,6682
2019,Nutritional Science,708,3695,4403,112,478,590,820,4173,4993
2019,Adult Education and Extracurricular Youth Educat.,573,2024,2597,29,140,169,602,2164,2766
2019,Educational Science (Pedagogy),12546,43751,56297,831,3599,4430,13377,47350,60727
2019,Ethics,344,789,1133,30,73,103,374,862,1236
2019,Ethnology,1075,2728,3803,215,431,646,1290,3159,4449
2019,European Ethnology and Cultural Studies,789,2228,3017,210,478,688,999,2706,3705
2019,European Economic Studies,879,1255,2134,143,205,348,1022,1460,2482
2019,"Protestant Religious Pedagogy, Church Educat. Work",211,505,716,3,3,6,214,508,722
2019,"Protestant Theology, Protes. Religious Education",4456,6573,11029,371,293,664,4827,6866,11693
2019,Facility Management,1967,1370,3337,79,97,176,2046,1467,3513
2019,Automotive Technology,9662,705,10367,2560,326,2886,12222,1031,13253
2019,Precision Engineering,452,43,495,85,13,98,537,56,593
2019,Manufacturing Technology/Production Engineering,4458,741,5199,1403,292,1695,5861,1033,6894
2019,Film and Television Studies,1363,1073,2436,212,235,447,1575,1308,2883
2019,Financial Administration,870,1261,2131,4,2,6,874,1263,2137
2019,Finno-Ugrian Studies,50,95,145,3,15,18,53,110,163
2019,"Forest Science, Forestry",3766,2105,5871,495,379,874,4261,2484,6745
2019,French,935,4100,5035,192,578,770,1127,4678,5805
2019,Horticulture,1196,791,1987,88,89,177,1284,880,2164
2019,Geography,10289,10169,20458,634,641,1275,10923,10810,21733
2019,Geology/Palaeontology,219,151,370,111,75,186,330,226,556
2019,Geoecology,521,727,1248,66,58,124,587,785,1372
2019,Geophysics,1048,930,1978,128,98,226,1176,1028,2204
2019,Geosciences general,5498,4059,9557,999,724,1723,6497,4783,11280
2019,German Studies/German,14329,50349,64678,1584,5832,7416,15913,56181,72094
2019,Singing,284,470,754,294,390,684,578,860,1438
2019,History,18188,13921,32109,1361,1548,2909,19549,15469,35018
2019,Health Education,958,3917,4875,32,128,160,990,4045,5035
2019,Health Technology,4996,4925,9921,2025,1461,3486,7021,6386,13407
2019,Health Science/Health Management,12263,27931,40194,1067,2225,3292,13330,30156,43486
2019,Glass Technology/Ceramics,119,41,160,15,10,25,134,51,185
2019,Graphic Design/Communication Design,6572,11599,18171,1125,2285,3410,7697,13884,21581
2019,Greek,194,172,366,49,62,111,243,234,477
2019,Primary School Education/Primary Level Education,1357,7400,8757,29,178,207,1386,7578,8964
2019,Domestic and Nutritional Sciences,1373,5995,7368,147,418,565,1520,6413,7933
2019,Domestic Science,40,141,181,1,1,2,41,142,183
2019,Wood and Fibre Technology,716,150,866,43,16,59,759,166,925
2019,Timber Construction,587,117,704,27,11,38,614,128,742
2019,Wood Science,217,59,276,23,16,39,240,75,315
2019,Metallurgy and Foundry,453,145,598,287,112,399,740,257,997
2019,Indology,63,88,151,19,26,45,82,114,196
2019,Industrial Design/Product Design,1783,1662,3445,302,424,726,2085,2086,4171
2019,Computer Science,84504,17766,102270,18687,6580,25267,103191,24346,127537
2019,Inf./Library Scien. (not at univ. of app.adm.sci.),660,2116,2776,54,165,219,714,2281,2995
2019,Computational Engineer./Technical Computer Science,9577,1581,11158,3057,856,3913,12634,2437,15071
2019,Interior Architecture,384,2724,3108,83,346,429,467,3070,3537
2019,Internal Administration,2375,4597,6972,34,74,108,2409,4671,7080
2019,Instrumental Music,1145,1146,2291,2025,2472,4497,3170,3618,6788
2019,Interdisc. Studies (specialising in Engineering),10907,4012,14919,2673,1052,3725,13580,5064,18644
2019,Interdisc. Studies (special. in Natural Sciences),3067,3209,6276,1047,894,1941,4114,4103,8217
2019,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",5898,7668,13566,1011,1542,2553,6909,9210,16119
2019,Interdisc. Studies (spec. in Humanities),5345,13184,18529,1054,2674,3728,6399,15858,22257
2019,"Interdisc. Studies (special. in Art, Art Theory)",272,585,857,93,137,230,365,722,1087
2019,International Business Studies/Management,17239,21210,38449,6003,6703,12706,23242,27913,51155
2019,Iranian Studies,87,89,176,40,40,80,127,129,256
2019,Islamic Studies/Islamic theology,297,521,818,104,135,239,401,656,1057
2019,Islamic Studies,401,829,1230,148,185,333,549,1014,1563
2019,Italian,216,611,827,91,346,437,307,957,1264
2019,Japanese Studies,1399,1748,3147,173,350,523,1572,2098,3670
2019,Jazz and Popular Music,932,343,1275,167,75,242,1099,418,1517
2019,Judaic Studies/Hebrew,205,305,510,43,66,109,248,371,619
2019,Law Enforcement,108,105,213,,,,108,105,213
2019,Cartography,180,90,270,75,51,126,255,141,396
2019,"Catholic Religious Pedagogy, Church Educat. Work",119,288,407,20,23,43,139,311,450
2019,"Catholic Theology, Catholic Religious Education",3025,3947,6972,469,167,636,3494,4114,7608
2019,Caucasian Studies,1,1,2,,3,3,1,4,5
2019,Nucl.Techn./Nucl.Process Techn.(cl.w.SF211 s.2020),2,,2,,2,2,2,2,4
2019,Church Music,291,140,431,41,53,94,332,193,525
2019,Classical Philology,173,213,386,34,38,72,207,251,458
2019,"Communication Technology, Information Engineering",4391,655,5046,2103,637,2740,6494,1292,7786
2019,Communication Science/Journalism,4957,11641,16598,390,1224,1614,5347,12865,18212
2019,Composition,134,43,177,159,125,284,293,168,461
2019,Arts Education,982,4329,5311,110,403,513,1092,4732,5824
2019,"Art History, Art Theory",2172,7767,9939,238,1111,1349,2410,8878,11288
2019,Plastics Technology,847,166,1013,116,34,150,963,200,1163
2019,Land Management Engineering/Landscape Design,2023,2662,4685,122,267,389,2145,2929,5074
2019,Landscape Ecology/Biogeography (ex. SF385 s. 2012),480,755,1235,17,31,48,497,786,1283
2019,Latin,991,1288,2279,52,54,106,1043,1342,2385
2019,Latin America Studies,127,293,420,48,104,152,175,397,572
2019,Food Chemistry,671,1521,2192,52,130,182,723,1651,2374
2019,Food Technology,1549,2121,3670,151,238,389,1700,2359,4059
2019,Area of study: Humanities,899,5319,6218,37,195,232,936,5514,6450
2019,Area of study: Social Studies,207,211,418,2,8,10,209,219,428
2019,Area of study: Natural Sciences/General Studies,914,4376,5290,22,96,118,936,4472,5408
2019,Area of study: Technology,719,388,1107,12,15,27,731,403,1134
2019,Aeronautical and Aerospace Engineering,5351,775,6126,983,231,1214,6334,1006,7340
2019,Painting,172,196,368,101,154,255,273,350,623
2019,Mine Surveying,18,11,29,4,5,9,22,16,38
2019,Mechanical Engineering,72793,9560,82353,18632,3192,21824,91425,12752,104177
2019,Materials Engineering,1190,443,1633,512,279,791,1702,722,2424
2019,Math.Statistics/Prob.Calc. (class.w. SF312 s.2020),1432,1047,2479,316,281,597,1748,1328,3076
2019,Mathematics,27653,26000,53653,3285,2588,5873,30938,28588,59526
2019,Mechatronics,12024,1250,13274,5397,776,6173,17421,2026,19447
2019,Media Informatics,10883,5284,16167,1208,842,2050,12091,6126,18217
2019,Media Technology,4561,3045,7606,361,278,639,4922,3323,8245
2019,Media Economics/Media Management,3986,6647,10633,326,641,967,4312,7288,11600
2019,Media Science,3638,7975,11613,376,911,1287,4014,8886,12900
2019,Medicine (General Medicine),31441,54340,85781,5595,7360,12955,37036,61700,98736
2019,Medical Informatics,1443,1092,2535,427,419,846,1870,1511,3381
2019,Metals Technology,676,126,802,11,6,17,687,132,819
2019,Meteorology,736,612,1348,89,87,176,825,699,1524
2019,Microelectronics,98,14,112,143,49,192,241,63,304
2019,Microsystems Technology,1036,195,1231,955,280,1235,1991,475,2466
2019,Dairy Farming,44,23,67,8,15,23,52,38,90
2019,Mineralogy,29,7,36,48,14,62,77,21,98
2019,Medieval and Modern History,475,379,854,45,40,85,520,419,939
2019,Music Education,3267,4103,7370,294,566,860,3561,4669,8230
2019,Musicology/History of Music,2057,2152,4209,306,531,837,2363,2683,5046
2019,Nature Conservation,258,512,770,84,196,280,342,708,1050
2019,Nautical Science/Maritime Studies,598,176,774,176,28,204,774,204,978
2019,New Media,1058,1119,2177,209,262,471,1267,1381,2648
2019,Modern Greek,14,20,34,19,56,75,33,76,109
2019,Non-medical Healthcare Professions/Therapies,2275,8845,11120,222,633,855,2497,9478,11975
2019,Low German,1,2,3,,,,1,2,3
2019,Dutch,100,228,328,18,21,39,118,249,367
2019,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",332,781,1113,32,93,125,364,874,1238
2019,Optoelectronics,352,114,466,96,32,128,448,146,594
2019,Orchestral Music,410,396,806,474,646,1120,884,1042,1926
2019,"Oriental Studies, Ancient Oriental Studies",539,717,1256,142,149,291,681,866,1547
2019,Eastern and South Eastern Europe Studies,156,243,399,55,138,193,211,381,592
2019,Oceanography,4,5,9,9,4,13,13,9,22
2019,Early Childhood Education,378,3243,3621,19,226,245,397,3469,3866
2019,Plant Production,392,324,716,47,34,81,439,358,797
2019,Nursing Science/Nursing Management,2705,8888,11593,128,486,614,2833,9374,12207
2019,Pharmacy,4306,9390,13696,833,1594,2427,5139,10984,16123
2019,Philosophy,9538,7721,17259,1302,1244,2546,10840,8965,19805
2019,Physics,31174,13335,44509,5014,2427,7441,36188,15762,51950
2019,Engineering Physics/Mechanical Process Engineering,2481,712,3193,866,250,1116,3347,962,4309
2019,Political Science,15697,11962,27659,2155,2880,5035,17852,14842,32694
2019,Police/Protection of the Constitution,15651,8109,23760,137,69,206,15788,8178,23966
2019,Polish,25,43,68,5,22,27,30,65,95
2019,Portuguese,36,54,90,12,23,35,48,77,125
2019,Psychology,21572,62646,84218,1573,5173,6746,23145,67819,90964
2019,Spatial Planning,2222,2402,4624,490,688,1178,2712,3090,5802
2019,Administration of Justice,659,1942,2601,,2,2,659,1944,2603
2019,Law,47304,59748,107052,3659,6406,10065,50963,66154,117117
2019,Renewable Energy,1845,595,2440,755,202,957,2600,797,3397
2019,Religious Studies,605,1047,1652,126,162,288,731,1209,1940
2019,Restoration Studies,158,600,758,14,57,71,172,657,829
2019,Rhythmics,1,13,14,,4,4,1,17,18
2019,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",568,1935,2503,232,786,1018,800,2721,3521
2019,Russian,216,465,681,40,207,247,256,672,928
2019,General Studies (including School Garden),103,472,575,5,18,23,108,490,598
2019,Drama Studies,226,245,471,49,41,90,275,286,561
2019,Naval Architecture/Ship Technology,582,101,683,201,40,241,783,141,924
2019,School Pedagogy,182,368,550,42,52,94,224,420,644
2019,Sinology/Korean Studies,940,1789,2729,169,593,762,1109,2382,3491
2019,Slavic Studies (Slavic Philology),358,700,1058,95,405,500,453,1105,1558
2019,Special Needs Education,2607,13185,15792,52,298,350,2659,13483,16142
2019,Other subjects,996,1234,2230,1125,1211,2336,2121,2445,4566
2019,Other regional studies,138,210,348,38,127,165,176,337,513
2019,Sorabistics,9,25,34,2,7,9,11,32,43
2019,Social Work,14473,46120,60593,934,2986,3920,15407,49106,64513
2019,Social Studies,1743,1748,3491,69,121,190,1812,1869,3681
2019,Social Pedagogy,1744,7778,9522,53,291,344,1797,8069,9866
2019,Social Security Administration,623,1503,2126,64,61,125,687,1564,2251
2019,Applied Social Science,5549,18889,24438,367,1106,1473,5916,19995,25911
2019,Social Sciences,8182,11518,19700,948,1651,2599,9130,13169,22299
2019,Sociology,6297,10837,17134,657,1427,2084,6954,12264,19218
2019,Spanish,1157,3344,4501,219,673,892,1376,4017,5393
2019,Sports Management/Sports Economics,3893,1342,5235,308,92,400,4201,1434,5635
2019,Sports Education/Sports Psychology,5832,4015,9847,178,115,293,6010,4130,10140
2019,Sports Science,11057,6875,17932,712,423,1135,11769,7298,19067
2019,Steel Construction,56,8,64,8,,8,64,8,72
2019,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",3,5,8,2,2,4,5,7,12
2019,Dance Education,28,136,164,83,153,236,111,289,400
2019,Technical Cybernetics,351,80,431,43,8,51,394,88,482
2019,Technomathematics,1536,509,2045,184,94,278,1720,603,2323
2019,Textile Design,387,2116,2503,78,462,540,465,2578,3043
2019,Textile and Clothing Technology/Industry,375,2060,2435,216,298,514,591,2358,2949
2019,Theatre Studies,722,2088,2810,99,308,407,821,2396,3217
2019,Veterinary Medicine,1086,6183,7269,170,545,715,1256,6728,7984
2019,Animal Production,80,242,322,22,20,42,102,262,364
2019,Sound Engineering,404,60,464,57,12,69,461,72,533
2019,Tourism Management,1948,7475,9423,425,945,1370,2373,8420,10793
2019,Transport and Conveying Technology,347,46,393,31,8,39,378,54,432
2019,Czech,7,16,23,2,21,23,9,37,46
2019,Turkish Studies,68,270,338,49,109,158,117,379,496
2019,Environmental Protection,871,1029,1900,558,368,926,1429,1397,2826
2019,Environmental Technology (including Recycling),4320,2644,6964,787,649,1436,5107,3293,8400
2019,Prehistory and Early History,474,545,1019,41,59,100,515,604,1119
2019,Process Engineering,5360,3186,8546,1130,924,2054,6490,4110,10600
2019,Transport Engineering,3357,1049,4406,719,264,983,4076,1313,5389
2019,Transport Economics,1122,491,1613,271,150,421,1393,641,2034
2019,Surveying (Geodesy),3099,1328,4427,799,440,1239,3898,1768,5666
2019,Supply Technology,2562,425,2987,204,69,273,2766,494,3260
2019,Administrative Science/Public Administration,6564,9503,16067,186,277,463,6750,9780,16530
2019,Folklore,274,825,1099,25,83,108,299,908,1207
2019,Economics,12119,5520,17639,2340,2491,4831,14459,8011,22470
2019,Hydraulic Engineering,669,402,1071,190,147,337,859,549,1408
2019,Water Management,595,373,968,295,191,486,890,564,1454
2019,Viticulture and Oenology,713,397,1110,122,91,213,835,488,1323
2019,Handicrafts (technical)/Technology,138,273,411,5,50,55,143,323,466
2019,Handicrafts Education,27,73,100,,2,2,27,75,102
2019,Materials Technology,2858,1014,3872,1048,448,1496,3906,1462,5368
2019,Western Slavic (general and n.e.c.),15,23,38,6,5,11,21,28,49
2019,Economic/Social Geography,269,258,527,13,13,26,282,271,553
2019,Economic/Social History,125,109,234,14,56,70,139,165,304
2019,Business Informatics,45010,10648,55658,5379,3109,8488,50389,13757,64146
2019,Business Engineering spec. in Engineering Sciences,45694,12256,57950,8002,3731,11733,53696,15987,69683
2019,Business Engineering specialising in Economics,22516,7454,29970,3003,1528,4531,25519,8982,34501
2019,Business Mathematics,3982,2559,6541,611,812,1423,4593,3371,7964
2019,Business and Economics Education,2563,4108,6671,90,259,349,2653,4367,7020
2019,Business Law,8628,11522,20150,695,1258,1953,9323,12780,22103
2019,Business and Economics,42981,32272,75253,5295,6370,11665,48276,38642,86918
2019,History of Science/History of Technology,22,8,30,2,1,3,24,9,33
2019,Dentistry,4323,8837,13160,1044,1192,2236,5367,10029,15396
2019,Customs and Tax Administration,2813,3744,6557,5,23,28,2818,3767,6585
2020,Waste Management,53,26,79,2,,2,55,26,81
2020,African Studies,357,631,988,141,190,331,498,821,1319
2020,Agricultural Biology,373,398,771,282,234,516,655,632,1287
2020,Agricultural Economics,792,539,1331,359,240,599,1151,779,1930
2020,Agricultural Science/Agriculture,7432,6966,14398,1143,1047,2190,8575,8013,16588
2020,Egyptology,219,307,526,51,67,118,270,374,644
2020,General Linguistics/Indo-European Studies,1340,3879,5219,293,948,1241,1633,4827,6460
2020,General Literary Studies,773,3090,3863,136,454,590,909,3544,4453
2020,Ancient History,143,90,233,9,16,25,152,106,258
2020,American Studies,672,1564,2236,393,623,1016,1065,2187,3252
2020,Applied Art,1370,2539,3909,149,335,484,1519,2874,4393
2020,Applied Linguistics,974,3773,4747,209,749,958,1183,4522,5705
2020,Applied Systems Science,1759,472,2231,606,227,833,2365,699,3064
2020,English Studies,12664,30718,43382,1408,3976,5384,14072,34694,48766
2020,Anthropology (Human Biology),109,335,444,75,151,226,184,486,670
2020,Arabic/Arabic Studies,163,344,507,94,79,173,257,423,680
2020,Work Studies/Business Studies,861,1295,2156,40,84,124,901,1379,2280
2020,Occupational Guidance and Career Counselling,204,523,727,2,7,9,206,530,736
2020,Labour Administration,368,916,1284,5,7,12,373,923,1296
2020,Archaeology,2388,2709,5097,188,277,465,2576,2986,5562
2020,Archaeometry (Archaeological Engineering),21,6,27,3,3,6,24,9,33
2020,Architecture,14397,18405,32802,2985,4432,7417,17382,22837,40219
2020,Archive and Documentation Science,139,241,380,15,42,57,154,283,437
2020,Archive Studies,150,197,347,2,5,7,152,202,354
2020,Asian Languages and Cultures/Asian Studies,442,1034,1476,229,494,723,671,1528,2199
2020,Astrophysics and Astronomy,191,83,274,194,127,321,385,210,595
2020,Ophthalmic Optics,225,508,733,25,49,74,250,557,807
2020,Immigrant Education,17,125,142,27,60,87,44,185,229
2020,Non-Europ. Lang. and Cult. in Oceania and America,78,152,230,30,75,105,108,227,335
2020,Foreign Affairs Administration,102,158,260,1,5,6,103,163,266
2020,Baltic Studies,3,2,5,1,2,3,4,4,8
2020,Banking,517,316,833,8,5,13,525,321,846
2020,Civil Engineering/Structural Engineering,32124,14087,46211,8284,3116,11400,40408,17203,57611
2020,Mining/Mine Engineering,845,231,1076,735,223,958,1580,454,2034
2020,Occupation-specific Foreign Language Training,438,1038,1476,56,178,234,494,1216,1710
2020,"Vocational, Business and Economics Education",717,967,1684,41,58,99,758,1025,1783
2020,Business Administration,114157,100627,214784,12999,15217,28216,127156,115844,243000
2020,Librarianship,18,41,59,,1,1,18,42,60
2020,Fine Arts/Graphics,1194,1620,2814,456,784,1240,1650,2404,4054
2020,Sculpting/Statuary Art,105,142,247,81,119,200,186,261,447
2020,Biochemistry,3087,4310,7397,616,1015,1631,3703,5325,9028
2020,Bioinformatics,1257,861,2118,339,357,696,1596,1218,2814
2020,Biology,16435,30956,47391,2725,4841,7566,19160,35797,54957
2020,Biomedicine,615,1516,2131,344,481,825,959,1997,2956
2020,Biotechnology,4641,6149,10790,867,1233,2100,5508,7382,12890
2020,Brewing Science/Beverage Technology,513,130,643,59,20,79,572,150,722
2020,Armed Forces Administration,248,298,546,9,5,14,257,303,560
2020,Byzantine Studies,6,22,28,14,12,26,20,34,54
2020,Caritas Science,25,79,104,10,14,24,35,93,128
2020,Chemistry,22075,15010,37085,3267,3474,6741,25342,18484,43826
2020,Chemical Engineering/Chemical Process Technology,4704,2424,7128,1007,829,1836,5711,3253,8964
2020,Computer Linguistics,609,561,1170,228,392,620,837,953,1790
2020,Computer and Communication Technology,3222,2061,5283,918,510,1428,4140,2571,6711
2020,Danish,13,53,66,1,1,2,14,54,68
2020,Performing Arts/Stagecraft/Directing,380,856,1236,142,329,471,522,1185,1707
2020,German as a Foreign or Second Language,449,2390,2839,351,1404,1755,800,3794,4594
2020,Pastoral Care Studies,134,182,316,11,11,22,145,193,338
2020,Conducting,103,51,154,105,67,172,208,118,326
2020,Printing and Reproduction Technology,568,753,1321,110,99,209,678,852,1530
2020,Gemstone and Jewellery Design,6,30,36,10,30,40,16,60,76
2020,Electrical Power Engineering,1367,249,1616,537,169,706,1904,418,2322
2020,Electrical Engineering/Electronics,39500,4909,44409,17398,4448,21846,56898,9357,66255
2020,Energy Process Engineering,3989,1013,5002,1092,354,1446,5081,1367,6448
2020,Nutritional Science,903,4608,5511,125,597,722,1028,5205,6233
2020,Adult Education and Extracurricular Youth Educat.,601,2096,2697,31,147,178,632,2243,2875
2020,Educational Science (Pedagogy),12636,44881,57517,793,3543,4336,13429,48424,61853
2020,Ethics,342,764,1106,29,76,105,371,840,1211
2020,Ethnology,1013,2585,3598,244,415,659,1257,3000,4257
2020,European Ethnology and Cultural Studies,785,2295,3080,213,455,668,998,2750,3748
2020,European Economic Studies,907,1278,2185,153,216,369,1060,1494,2554
2020,"Protestant Religious Pedagogy, Church Educat. Work",209,490,699,2,6,8,211,496,707
2020,"Protestant Theology, Protes. Religious Education",4121,6092,10213,330,260,590,4451,6352,10803
2020,Facility Management,2046,1400,3446,100,97,197,2146,1497,3643
2020,Automotive Technology,9292,666,9958,2556,305,2861,11848,971,12819
2020,Precision Engineering,487,47,534,85,15,100,572,62,634
2020,Manufacturing Technology/Production Engineering,4115,704,4819,1341,261,1602,5456,965,6421
2020,Film and Television Studies,1369,1095,2464,229,246,475,1598,1341,2939
2020,Financial Administration,922,1295,2217,5,3,8,927,1298,2225
2020,Finno-Ugrian Studies,38,80,118,4,12,16,42,92,134
2020,"Forest Science, Forestry",3625,2039,5664,493,356,849,4118,2395,6513
2020,French,931,3944,4875,166,512,678,1097,4456,5553
2020,Horticulture,1193,875,2068,98,81,179,1291,956,2247
2020,Geography,10164,10409,20573,604,632,1236,10768,11041,21809
2020,Geology/Palaeontology,185,141,326,91,68,159,276,209,485
2020,Geoecology,596,797,1393,55,53,108,651,850,1501
2020,Geophysics,942,836,1778,107,104,211,1049,940,1989
2020,Geosciences general,5188,3840,9028,1034,686,1720,6222,4526,10748
2020,German Studies/German,13788,49996,63784,1104,4368,5472,14892,54364,69256
2020,Singing,282,484,766,290,416,706,572,900,1472
2020,History,17997,13832,31829,1268,1426,2694,19265,15258,34523
2020,Health Education,1082,4416,5498,36,162,198,1118,4578,5696
2020,Health Technology,4995,4980,9975,2131,1582,3713,7126,6562,13688
